Var1,Var2
-2.04771367985612,0.471381097122302
-2.04744655790054,0.465082072411062
-2.04741507790044,0.460173705977918
-2.0472563454114,0.453512520067232
-2.04721146679093,0.447569130537437
-2.04725186993654,0.441520683000143
-2.04718750168974,0.434630243750292
-2.04685173985909,0.426706472672614
-2.04695925534268,0.419727649275433
-2.04673509767276,0.411489646872111
-2.04635955681818,0.402262130681818
-2.04647950636375,0.394330451770644
-2.04632241297328,0.38540617715864
-2.04622221543931,0.37681747279278
-2.04607683532614,0.368232039977081
-2.04575257440046,0.358364065900992
-2.0457684760153,0.34912403967278
-2.04557088672832,0.339921431646731
-2.04556733117549,0.33075173672423
-2.04538533737146,0.321700203944219
-2.04522468080399,0.313695344191301
-2.04475809304921,0.305129399586317
-2.04467965880864,0.297515277878087
-2.04484717062692,0.290083190481762
-2.0443298770074,0.280859420828588
-2.04422839555068,0.271489064140776
-2.04388789434189,0.26053484549988
-2.04369070663929,0.249965454572047
-2.04342034500868,0.239129578087019
-2.04248486632152,0.226280935250835
-2.04230732236842,0.213954273325359
-2.04181663280924,0.200721447290106
-2.04179376798444,0.186986505846781
-2.04159131658177,0.172595144665563
-2.04107527986561,0.15796976069863
-2.04055440885914,0.143792820666489
-2.04042067575305,0.130368051195637
-2.04000739959471,0.11644988760976
-2.03977076881256,0.103534786126179
-2.0395647156654,0.0905996970497914
-2.03891883882732,0.0769716186207383
-2.0388105915233,0.0627425820884925
-2.03875258820306,0.0496213170387116
-2.03855129093772,0.0358726540109822
-2.03831782068917,0.0214558112609562
-2.03813934057483,0.00794524137268096
-2.03797356106587,-0.00523120087155576
-2.03757180990755,-0.0180548631862429
-2.03740321149057,-0.029622198452825
-2.03722922689895,-0.0400810322748744
-2.03700602888354,-0.0499921233811148
-2.03678681959439,-0.0588979656719615
-2.03651024939756,-0.0673128550455708
-2.03671089398423,-0.076304393109851
-2.03661482539796,-0.0864026545619412
-2.03645631202655,-0.0949081382055167
-2.03634670952302,-0.103069568660554
-2.0365347371453,-0.111248290493849
-2.03612721547568,-0.121109366028991
-2.03603047277625,-0.130604349449173
-2.03605433510524,-0.139337951296602
-2.03590812002361,-0.148298733161749
-2.03603013505831,-0.157299181217248
-2.03557062414447,-0.167251497279119
-2.03535260783529,-0.176468069659706
-2.03607236260749,-0.184463239965321
-2.03630562609522,-0.195174134397083
-2.03646725577803,-0.20756115784707
-2.03611522461568,-0.219083566213484
-2.03590630368643,-0.230196444560792
-2.0357706254275,-0.241772626599383
-2.03559358463237,-0.252818615632593
-2.03551088587303,-0.265156178806011
-2.03559780755582,-0.278919237443585
-2.03594723216152,-0.294361882805736
-2.03606246679303,-0.310011431046633
-2.0360419459559,-0.325244803673454
-2.0360376021978,-0.340214119780227
-2.03611207888781,-0.354918815033942
-2.0361828052307,-0.369518102930907
-2.03625809891274,-0.385291730231573
-2.03630933626686,-0.401618459375448
-2.03610298389224,-0.418049214656365
-2.03620391656064,-0.43331066234007
-2.03619018638157,-0.449196667520374
-2.03607320671199,-0.466267485751483
-2.03608749731897,-0.483695846174165
-2.03579480261572,-0.501602895857263
-2.03538021270531,-0.518756877048311
-2.03493140685668,-0.53558421237709
-2.03472102046024,-0.551573645546679
-2.03430820168108,-0.56644818981692
-2.03359337971158,-0.580789470790335
-2.03324525756421,-0.594249570439098
-2.03265430364309,-0.608063586879177
-2.03220560399421,-0.621855095301345
-2.0319591392356,-0.636275468375305
-2.03168254629845,-0.650530859571743
-2.03130061809207,-0.665538464177013
-2.03074786370054,-0.680445952370443
-2.03073214102992,-0.696193193576099
-2.03011477257703,-0.712827305556738
-2.02938629878885,-0.728546408935813
-2.02901873120969,-0.744185890013673
-2.02861149658416,-0.759254474236743
-2.02820154364542,-0.773469485322565
-2.02735083087758,-0.788762991471772
-2.02649117198487,-0.804285400274712
-2.02553753002448,-0.820133785143448
-2.02441214234299,-0.835884110919994
-2.02359131280361,-0.850701104645937
-2.02281618800842,-0.864884586955693
-2.0220091360867,-0.878035063060623
-2.02126176475934,-0.890612519216764
-2.02111587272421,-0.904004878330964
-2.01963186650689,-0.917028648172558
-2.01784568526872,-0.933121606559136
-2.01608475804696,-0.949967653983045
-2.01477157465868,-0.964461364138915
-2.01314889005522,-0.978140005270293
-2.01159438945476,-0.993622730497304
-2.00993419305673,-1.00826413373843
-2.00802073377204,-1.02264216092612
-2.0067436144991,-1.03490620251818
-2.00409279473346,-1.04561874691596
-2.00233634290348,-1.05557277987848
-2.00138974708507,-1.06541502826183
-1.99932235534928,-1.07438685644019
-1.99660060490364,-1.08357996948953
-1.99357539289576,-1.09341051742114
-1.99006805173597,-1.10430475544932
-1.98678483065782,-1.11524784329536
-1.98311910659998,-1.12678807847229
-1.98101733674102,-1.13785764547707
-1.97728221456516,-1.14973140888931
-1.97376599597045,-1.16144490300297
-1.96922272817933,-1.17326521646814
-1.96417658217812,-1.18493443420345
-1.95770801168474,-1.19584078845986
-1.95110534789576,-1.20780046258137
-1.94173787031418,-1.22019384866802
-1.93104531475301,-1.23328874928135
-1.92088386231755,-1.24691445720538
-1.91267106396702,-1.26148620992944
-1.90452011592435,-1.27457765618912
-1.89684517370036,-1.28637763396796
-1.88876408283195,-1.29890640908939
-1.88069179635048,-1.31203580030174
-1.87248337875413,-1.3246738155376
-1.86443484887806,-1.3368724193849
-1.85687792676513,-1.34867644537322
-1.84946796318559,-1.36033073169946
-1.84162013437105,-1.37273727387464
-1.83137330905546,-1.38691798182725
-1.8213943191608,-1.40203934241426
-1.81190195948461,-1.41660418525412
-1.80302273521526,-1.42956526568326
-1.79394997581233,-1.44245740748087
-1.78323329473834,-1.45681283165504
-1.77205143588558,-1.47182098622748
-1.76133113908097,-1.48625183369287
-1.75104318817429,-1.49938897464853
-1.7407552372676,-1.51252611560419
-1.73046728636093,-1.52566325655983
-1.72017933545424,-1.53880039751549
-1.70989138454755,-1.55193753847115
-1.69960343364087,-1.56507467942681
-1.68929401864437,-1.57835691803952
-1.67690827328371,-1.59163292586344
-1.66210796986495,-1.60422990483961
-1.64578674184887,-1.61567369965478
-1.62887412975699,-1.62601926816705
-1.61254891849266,-1.6361186273552
-1.59756551220002,-1.64754790539624
-1.58365855910042,-1.65889575692278
-1.57019006655266,-1.66957040872168
-1.55616203404255,-1.68073614491296
-1.5418906445649,-1.69196471616917
-1.52929735161391,-1.7016902950431
-1.51792967412402,-1.71055572701442
-1.50631626148703,-1.71952577130257
-1.49092148005719,-1.73045999391802
-1.47448897273711,-1.74279384260149
-1.45700022611897,-1.75583826348806
-1.44024587857543,-1.76806941499161
-1.42351531039843,-1.78031278198689
-1.40567031046729,-1.79296079096574
-1.3864832208738,-1.80662621130665
-1.36716837070452,-1.82029212453335
-1.34775922610891,-1.8332453979084
-1.32664526097171,-1.84677090931303
-1.30588477771333,-1.86037089976381
-1.28591692478147,-1.87301059482221
-1.26695843268129,-1.88526130290945
-1.2472206020474,-1.89690961079707
-1.22763609890161,-1.90860146585651
-1.20916401038874,-1.91991538768424
-1.1898997111276,-1.93078550648821
-1.17022897670248,-1.94151418736332
-1.15039643345701,-1.95220176726598
-1.13021955795392,-1.96293373375742
-1.10955218098497,-1.97288957119269
-1.08964539330288,-1.98172287853882
-1.06999835919038,-1.98971079135667
-1.05029040390654,-1.99671251577711
-1.03006261640634,-2.00295964204125
-1.00978976571824,-2.00886699513996
-0.989119762630692,-2.01433964978501
-0.970524737899552,-2.01940993083143
-0.951953527733837,-2.02450110351693
-0.933074922823124,-2.02859292662459
-0.911661645633958,-2.0324019056936
-0.888350878839218,-2.03500792752006
-0.864134930491268,-2.03654523373855
-0.841272843914361,-2.03811501850841
-0.818804417123778,-2.04036141330789
-0.795071780984875,-2.04179219636002
-0.770088061799869,-2.04388147411384
-0.745835576422249,-2.04538900540774
-0.721446574469016,-2.04748729343965
-0.698243495787288,-2.049080770079
-0.6769304900655,-2.05080654602597
-0.656416861531181,-2.05171273200378
-0.633659296563585,-2.05201161408935
-0.610165521414878,-2.05277158881076
-0.58748224140052,-2.05324856981311
-0.565796455254507,-2.05361185442598
-0.542683922006181,-2.0536155637454
-0.519693699414656,-2.05422679134153
-0.497974699531454,-2.05461220269771
-0.475988746941205,-2.0552180777672
-0.455653839100889,-2.05496609081168
-0.435233066490831,-2.05486686872543
-0.415574642390378,-2.05524796371453
-0.394572685188757,-2.05518661446456
-0.371724106607215,-2.05521480459715
-0.349244979139933,-2.05558366798765
-0.327222812382018,-2.05582291501645
-0.305765868504079,-2.05600535078866
-0.28381250266801,-2.05589333228916
-0.259660146016012,-2.05524595672894
-0.23500148532416,-2.05427693554172
-0.210985965195114,-2.05374425448338
-0.18769192901886,-2.05335330283093
-0.16467749337973,-2.05294069923075
-0.140184102779386,-2.05287809105385
-0.115643753985782,-2.0527803508056
-0.0912520312399852,-2.05240419802278
-0.0679253809909581,-2.05183436977608
-0.0449649824251119,-2.05110956975749
-0.0232990642904889,-2.05074132928285
-0.00153188363485927,-2.05083183670272
0.020564929127806,-2.05043948961527
0.0415371136110201,-2.05044544613279
0.0613461307864047,-2.05021085763957
0.0804549302698622,-2.05002306067182
0.0995099093375711,-2.05015097038534
0.117591452537495,-2.05007451727429
0.135613407205798,-2.049925724676
0.153591184192596,-2.04954777163253
0.171926938856976,-2.04889814394898
0.19096437938272,-2.04868421296296
0.210031461622116,-2.04856108170106
0.22941034376513,-2.04846404825114
0.248791294232202,-2.04850484509154
0.267969118959815,-2.04841402488639
0.285475984415343,-2.04825323372743
0.30207058457029,-2.04806742789693
0.318652960131345,-2.04787542028869
0.335974129295072,-2.04757771175818
0.354027138731049,-2.04693931992549
0.371968159384517,-2.0463711198535
0.389517461663447,-2.046034
0.406940928337291,-2.04579950226306
0.424688886145129,-2.04572106150796
0.443114459096254,-2.04565632135058
0.461942301824875,-2.04555983892734
0.480742130737724,-2.04538936467882
0.49935796580465,-2.04533059852295
0.51896643423388,-2.04528926942814
0.537948127053801,-2.04482110285193
0.557585788373038,-2.04412331428503
0.577195428984406,-2.04362826460706
0.596610427737216,-2.04303297356042
0.61650202097835,-2.04276787474015
0.636305244566765,-2.04215184729999
0.65628612745173,-2.04185947330448
0.675512768459486,-2.04140245894233
0.69371887729081,-2.0409930044368
0.710914342061063,-2.04065901847886
0.727455387926722,-2.04002547914334
0.742988487655649,-2.03959350721448
0.758480532954526,-2.0394347111758
0.774436322212142,-2.03889663333492
0.789291775022966,-2.0382900963381
0.804832351979142,-2.03803580327092
0.819861165971427,-2.037523400854
0.835474017559695,-2.03717436172765
0.852179810687125,-2.03672976225447
0.869031597943586,-2.03621886344684
0.886479326649464,-2.03559724604058
0.902978244870191,-2.03505641177493
0.919675118256446,-2.03466776450609
0.935955739891389,-2.03366147749005
0.953801112177792,-2.03281397885086
0.973786752799311,-2.03194068963537
0.995264049859575,-2.03090653648784
1.01525696337212,-2.02996249490575
1.03376961456539,-2.02897566254441
1.05154666430703,-2.02802605369929
1.06850723158443,-2.02704040440933
1.08848538215259,-2.02582155081744
1.11006145713124,-2.02486439481669
1.13109270253213,-2.02373920672811
1.15192316142136,-2.02217368533037
1.17169620096637,-2.02040376287892
1.19007732197997,-2.01841788980785
1.20733110680622,-2.01625174789139
1.22506811327175,-2.01336614991864
1.24233539533444,-2.00964589416806
1.26002604699558,-2.0059570938717
1.27682417668489,-2.00275571207601
1.29230744648273,-1.99967397876919
1.30661191775638,-1.99605588888489
1.32016393902671,-1.99152952587086
1.33336006223377,-1.98619131867735
1.34633352897102,-1.979626746473
1.35987150786402,-1.97184638788457
1.37280684341166,-1.96369260381287
1.38494998818895,-1.95503172817416
1.39690830508596,-1.94704042039629
1.40932804450787,-1.93905665917795
1.4217006406269,-1.93141580497224
1.43386257223532,-1.92424964771263
1.44469816110166,-1.91668278880613
1.45646474715398,-1.90934523187537
1.46777384106763,-1.90057244348004
1.47904411401551,-1.89047700145025
1.49004161864707,-1.88160201863748
1.49975438547722,-1.87333571883453
1.50959858424115,-1.86334966791965
1.52009772854395,-1.8523630957703
1.53090490609344,-1.84043724565238
1.54201305015916,-1.82868356743479
1.5525159927424,-1.81630467918426
1.56210990605116,-1.80391578571124
1.57179855038906,-1.79142152092216
1.58107635866171,-1.7786602012274
1.59103005351214,-1.76416055584733
1.60079275473444,-1.74853458749273
1.61080646400982,-1.73281845563497
1.6210948275705,-1.71793329336754
1.63158186090933,-1.70372911765747
1.64072854649551,-1.69000477070186
1.64929639201279,-1.67652954459759
1.65853721219619,-1.6621156252365
1.66727287239858,-1.64698284310495
1.67465544068339,-1.631218858837
1.68183750052923,-1.61554979039173
1.68865246521986,-1.60010677722707
1.69526002381679,-1.58540801473282
1.70092792798172,-1.57107857528924
1.70649566881906,-1.55652104017793
1.71138259119148,-1.54141362483528
1.7158448134304,-1.52614834449578
1.72006180937523,-1.51017009665481
1.7238890040057,-1.49388721879449
1.72844619515956,-1.47787195701362
1.73267878017189,-1.46160895085715
1.73689283889682,-1.44492743861135
1.74118442663216,-1.42862310921068
1.74465252514818,-1.41235895007136
1.74813503493182,-1.39634839999034
1.75073261274091,-1.3797927926137
1.75331836922636,-1.36373505359846
1.75566247179885,-1.34835570653335
1.75774213353922,-1.33315073872761
1.7601176745174,-1.3190511910324
1.76199972259304,-1.30585092177672
1.76417071951788,-1.29365382880373
1.76608905391744,-1.28132833340354
1.7678207699297,-1.2692126370427
1.76943660048818,-1.25679829295012
1.77115171348996,-1.24374000765916
1.77224568548142,-1.23179984505307
1.77334343643195,-1.21987366282875
1.77456952559897,-1.20700614508631
1.77582495067492,-1.19268457052868
1.77730498452943,-1.17737510829401
1.77871532691955,-1.16271725917964
1.78004797652361,-1.14834504813251
1.78142736777501,-1.13403648857337
1.78280810958593,-1.12020777779686
1.78398419354016,-1.10552821444965
1.7850580148668,-1.089516851332
1.7867309578617,-1.07476462817464
1.78765357862141,-1.05981793887275
1.78924328216528,-1.04414241782744
1.78993560601471,-1.02790158883051
1.79020216506702,-1.01232148589064
1.79104929869108,-0.997581365066877
1.79189266613834,-0.982860431182509
1.79275186114185,-0.967861197501745
1.79361230728731,-0.952636963078604
1.79437941416609,-0.9377259088123
1.7952736833571,-0.923050976704285
1.7961063250899,-0.908253289504391
1.79696155032238,-0.893469718379285
1.79754123002891,-0.878352273899004
1.79835900586381,-0.863871110686662
1.79921934863305,-0.85020537497018
1.79978326567632,-0.836291358038224
1.80017326594196,-0.822203275886183
1.80047520131445,-0.807628213901044
1.80105918139557,-0.792885944399521
1.80155930419961,-0.777534310727497
1.80217523714482,-0.761721542720817
1.80252398165357,-0.74540467028497
1.8032802163068,-0.729239413960331
1.80411298514692,-0.713491085653724
1.80437297831239,-0.698179513824057
1.80447489068996,-0.683253886532537
1.80501921664107,-0.668662722390645
1.80635298153868,-0.654706195689971
1.80716557447694,-0.641448279585809
1.80820476914184,-0.630066411027123
1.8110912877751,-0.619613068081781
1.81511438983651,-0.609469263162426
1.81834506506157,-0.599711691858119
1.81901155974399,-0.590308532522017
1.82033062218391,-0.58044474703632
1.82290956119655,-0.569545597214613
1.82487329543068,-0.557529336881748
1.8275271848294,-0.545775183024725
1.83125357209393,-0.534649381199866
1.83607734322305,-0.523885872785486
1.84111104998337,-0.51396253135009
1.84676399909691,-0.504990883773544
1.85326913656883,-0.496478766136964
1.86108224803227,-0.487609630391614
1.87045234696616,-0.477216796213887
1.88163630032173,-0.466041406758748
1.89140114169544,-0.454484498830067
1.90134923732661,-0.441638249327655
1.91044700621829,-0.429800307658117
1.91858014006561,-0.41894735494145
1.92762545948321,-0.407757384699322
1.93763085992664,-0.396442404089015
1.94687182931515,-0.385643117074687
1.95559006974297,-0.374768769011707
1.96733509995155,-0.363859818507752
1.97939515709898,-0.352753513588292
1.99168963708282,-0.340776627358873
2.00534182059781,-0.328012997774004
2.01981861786547,-0.314912992959493
2.03356776962674,-0.302399215648718
2.04588403913874,-0.290535575839151
2.05796128946776,-0.279245144786594
2.06924575400567,-0.268215961662801
2.07946674960009,-0.258522107348075
2.08848200215528,-0.24996239067963
2.09716391018299,-0.241624113067813
2.10668133075162,-0.232743755934141
2.1165257664741,-0.22289440611335
2.12644793089475,-0.213462123913513
2.13672446200667,-0.203468229022753
2.14692198803498,-0.193448791396323
2.15703168536621,-0.184933653748554
2.16610642585354,-0.176148021675875
2.17535767015992,-0.166601931985314
2.18480323294084,-0.15697523535373
2.19389789351169,-0.147486636045126
2.20247554117141,-0.138073021525218
2.21098850245624,-0.129924792611937
2.21929876406816,-0.121688491559813
2.22804594478499,-0.112311187773649
2.23692915417798,-0.100473443301664
2.24650646512019,-0.0885264508374749
2.2554842899957,-0.078246394847578
2.26294316922928,-0.0693680850654404
2.26977492729383,-0.0594814203406695
2.27802190641348,-0.0475181105073879
2.28623657667804,-0.0361247734854036
2.29399604196882,-0.0241791616108613
2.30190116874315,-0.0117492867647783
2.30912802412921,0.00145455059350068
2.31641768301842,0.0140820674755449
2.32270096949454,0.0267680341121442
2.32813711106547,0.0398861887094956
2.33274036380134,0.053316390936005
2.33702317894989,0.0657458625284057
2.340160744907,0.0796948360496053
2.34390379031597,0.0933435379849833
2.34805446649934,0.106448193955539
2.35166367687943,0.120612151773046
2.35542208210115,0.134931847428894
2.35901354120155,0.149229314062434
2.36237453812084,0.164241515717058
2.36512704444444,0.179659562962956
2.36745810274434,0.195333411068846
2.3695397619318,0.210846606209034
2.37158046893393,0.224801245151141
2.37389638416248,0.239207056418209
2.37567450841522,0.252179925056111
2.37683024970749,0.26679223071334
2.37813103518374,0.282666974394058
2.37969436901975,0.298130248646323
2.38279498971151,0.310744756452151
2.38333336155487,0.322558620162848
2.38222685738264,0.335854528865362
2.3827006437169,0.348649996027925
2.38320026921796,0.359963058372184
2.38289611576667,0.372924362682813
2.3819912528845,0.386880649810866
2.37945635082873,0.401797694541244
2.37659368086706,0.415881744465728
2.37360690222947,0.428536038108331
2.37040540835712,0.441594058084615
2.36674468513265,0.455719909551853
2.36381913593076,0.468709063616201
2.36128221626109,0.481652127792799
2.35875178276516,0.494592302900466
2.35616373436509,0.507075052212604
2.35321990102497,0.5199629575869
2.34920897551928,0.533440977269928
2.34314199278765,0.548223497628152
2.33598837117134,0.563222542661296
2.32726068130128,0.578388353919394
2.31893327850883,0.592361991882627
2.31051088813146,0.605799020499314
2.30344900612477,0.618595730035134
2.29619624476039,0.630875656874505
2.28804134190877,0.6435042930973
2.27960865981912,0.656052132898136
2.27060388649003,0.668289211632092
2.26089491459429,0.680686114155135
2.25195282501548,0.692812075379783
2.24306332226009,0.705160236330475
2.2337781943979,0.717699454430645
2.22482360086505,0.729682179152247
2.21655620112569,0.740982897287243
2.20884215432185,0.752364619970669
2.20103549422519,0.763247873457153
2.1937925605993,0.773684335585484
2.1873897591332,0.783470820708984
2.17991290195477,0.792864116720507
2.17166615987906,0.802040950827857
2.1622801549327,0.811551738730816
2.15208123180534,0.821990551436783
2.14327858957477,0.831721232364768
2.13353024322231,0.841053549573974
2.12238697268567,0.8511598335113
2.10988949341406,0.861865474827583
2.09706568513569,0.873262673876058
2.08498401994802,0.885045933830493
2.07396905379225,0.895267457700495
2.0642333629404,0.904432402274297
2.05380677321389,0.914280041540794
2.04214550087887,0.925291074742066
2.02979315078035,0.937046694624275
2.01698393027562,0.948584086318638
2.00448143559465,0.960045701268823
1.99250709604382,0.971409187085869
1.98105643946631,0.981781379632725
1.97088282681286,0.99123390000718
1.96126329033897,1.00045767053785
1.95210899462025,1.00895569390823
1.94258295533098,1.01778923646567
1.93277509698063,1.02724446777827
1.92184786966903,1.0380680502685
1.91008899228655,1.04930595391216
1.89902115719197,1.06130384264088
1.88727102431524,1.07399767139411
1.87484296223767,1.084285356839
1.86533856870269,1.09428208736015
1.85709719367654,1.10486094802185
1.84859268079593,1.11473061521491
1.83946398187853,1.12297794197953
1.83007822305216,1.12930841004507
1.82293804953774,1.13550791109434
1.81832615590831,1.14347620957222
1.81422504027029,1.15170026196535
1.81016608822583,1.15860840240212
1.80617869324318,1.16539872454645
1.80269979585354,1.17366724848312
1.79959438781203,1.18356638603242
1.79690191703711,1.19392986922376
1.79448853733838,1.20354101040551
1.79224609053225,1.21348635123017
1.78908520687321,1.22405569740705
1.78491595054251,1.23470863517348
1.78047462574513,1.24621431382308
1.77564477495569,1.25911270333893
1.77109594997387,1.27385225486338
1.76681155770137,1.28993631663861
1.76363376353982,1.3067601959646
1.76085032465705,1.32420741284621
1.7583774279192,1.34177480210216
1.7557045314351,1.35893573310497
1.75216478168254,1.37676707145873
1.74874553433765,1.39449637098333
1.74597743138655,1.41347947141226
1.74387721067541,1.43271109944734
1.74254259315387,1.45085374288468
1.74100080912257,1.46673706913497
1.7398881250356,1.48188688407861
1.73850593694523,1.49732433517091
1.73669181048336,1.51186293952014
1.73557854578,1.52817570787323
1.73524650499772,1.54546358043139
1.73506643298344,1.56292167256551
1.73451561898018,1.57846511900395
1.73412905175401,1.59229485136423
1.73277934113734,1.60721849303127
1.73124379541774,1.62466797186843
1.72964322088487,1.64183906398668
1.72793462119174,1.65825786182253
1.72624683932544,1.67480422719576
1.72465036575997,1.69238100890761
1.72262409642496,1.71057431245729
1.72055303982614,1.72812068541987
1.7189048437071,1.74520782612166
1.7167069291283,1.7614921559521
1.71518229672692,1.77635192643046
1.71565635711763,1.78985683691704
1.71721537360595,1.80299241759603
1.7171530772093,1.81629964930233
1.71468559210385,1.83008169044213
1.71142242686511,1.84484016086552
1.7079983089255,1.85918815560172
1.70517493709062,1.87195815380991
1.70225279318198,1.88408431508684
1.69953229689906,1.89663936705051
1.69629264833149,1.90996361426993
1.69274031422068,1.92404266139766
1.68917471033293,1.93808623102006
1.68558313797903,1.95242034657293
1.68382229128067,1.96660690790958
1.68425157820614,1.98114724421107
1.68234786887395,1.99315506645213
1.67718007444592,2.00434724313317
1.67290727256333,2.01497486953867
1.66906436116715,2.02521639097672
1.66267821346605,2.03832565572242
1.65619686924331,2.05270909153063
1.64947036362769,2.06708515209198
1.64336832930483,2.08045716850103
1.63791357257345,2.09242939357169
1.63257926701616,2.10391044334649
1.62725814967108,2.11378788966405
1.62129247376377,2.12261042776938
1.61433623136288,2.13137469576203
1.60661370185005,2.14000572969815
1.59786790832572,2.14886792159107
1.58821607803773,2.15876296126493
1.57741468082457,2.16912727346949
1.566668816498,2.18069469614853
1.55482584356098,2.19348256691751
1.5430555903498,2.20611034835095
1.53116891608869,2.21894568993746
1.51950533062998,2.23141245743964
1.50860789190324,2.24271669365905
1.49817007013786,2.25332887022373
1.48720324572473,2.26315376038519
1.47506065002751,2.27274802868007
1.46238477462274,2.28142679385443
1.44899160050127,2.28960397105483
1.43548356844898,2.29764454189433
1.42188356135174,2.30564924699017
1.40819195821249,2.3139641262171
1.39406874848478,2.32235964162289
1.38010434902996,2.33092711523067
1.36572913152488,2.33904179909019
1.3518642170132,2.34663565359347
1.34017396003988,2.35305917202744
1.32942973240532,2.35865429864198
1.31783428958931,2.36289816184664
1.30613839109563,2.3671199234375
1.29389940865504,2.37074452192832
1.27952533846631,2.37340079298923
1.26623200973675,2.37629182726289
1.25272744636074,2.37901356842498
1.23760875673604,2.38171554436065
1.22192602543939,2.38376147083465
1.20660565672526,2.38536312653802
1.1923290270636,2.38767958231845
1.17899496877918,2.39056859853236
1.16686899671584,2.3925203441694
1.15388099515684,2.39400943737248
1.14105704048,2.39503543200733
1.12837577743311,2.39603645443971
1.11567695528028,2.39702203867547
1.10355081143678,2.39789685194008
1.09123124089453,2.39820828117655
1.07852705395747,2.39871488540352
1.06571242867416,2.3987448897332
1.05300453396867,2.39943253612663
1.04046832905381,2.40044760931631
1.02911302818606,2.40093677681563
1.01822418510629,2.40139805972502
1.00635904899882,2.40190750341578
0.993727432137327,2.40243255754387
0.979550742584631,2.4028191635918
0.964086110723964,2.40249200273191
0.948636397663953,2.40202063485096
0.932618075559181,2.40112534939681
0.915885406723605,2.39991137420475
0.899470344944608,2.39818862736743
0.882974483290362,2.39634961360554
0.866381942575437,2.39425168491328
0.850060183904223,2.39231474426339
0.834323107456731,2.39096046091209
0.819652565905625,2.38943500761035
0.8051805503674,2.3882149315578
0.790881830806837,2.38655589144766
0.776368104222265,2.38471888965402
0.761799930745789,2.38237223991584
0.74628469944128,2.37958792584529
0.730031711087473,2.37650282706959
0.713685488613066,2.37279307393678
0.697126809520392,2.36865279447434
0.68103279721481,2.36464786989402
0.666853812611057,2.36133310293303
0.654004534995975,2.35815220680859
0.64178938606254,2.35434821856283
0.629704267038622,2.3499144648646
0.617877292867441,2.34547978632119
0.60662549969248,2.34178093018451
0.594936363800263,2.33821155890686
0.582370957093673,2.33264609927366
0.569178230084293,2.3260706155764
0.556747782614717,2.31967216638559
0.544320791864337,2.31440355723104
0.531913412990138,2.30884977482985
0.519516353042573,2.3030780947221
0.507038058155564,2.29765030416598
0.494941145651603,2.29202474046538
0.482522466516025,2.2860527630625
0.470089190758553,2.27941523482404
0.456853149677225,2.27229491771406
0.444171106190906,2.26498174442913
0.432237608230489,2.25721828277755
0.420439800033545,2.2493489937837
0.408810603215303,2.24160937187559
0.397319273771228,2.23341643142179
